# Bundle file v0.3
110 3452
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.6787855138e+03 -1.4925540235e-01 1.9232421728e-01
3.9063517142e-01 1.9144934729e-01 -9.0041729785e-01
-2.6250749847e-01 9.6068804784e-01 9.0378581403e-02
8.8232305654e-01 2.0106123980e-01 4.2553542949e-01
3.4464210451e+00 2.9290282449e+00 -2.9381092996e+01
1.6779210792e+03 -1.5731835717e-01 2.1554231893e-01
5.7122166997e-01 2.0556543105e-01 -7.9463743765e-01
-2.7454600411e-01 9.6021823369e-01 5.1043464898e-02
7.7351812867e-01 1.8900739996e-01 6.0493463067e-01
3.7696284312e+00 3.7307625631e+00 -2.8382564090e+01
1.6725703086e+03 -1.2759572667e-01 1.3668423498e-01
7.1134419748e-01 1.5692553101e-01 -6.8510131399e-01
-2.1984664629e-01 9.7552253635e-01 -4.8200814608e-03
6.6757537764e-01 1.5404596323e-01 7.2843184745e-01
5.2941304594e+00 4.4302618639e+00 -2.9254929731e+01
1.6808321510e+03 -1.6580886880e-01 2.1453246107e-01
8.1104825815e-01 1.3761730400e-01 -5.6856151874e-01
-1.7353879124e-01 9.8478415637e-01 -9.1898476471e-03
5.5864569352e-01 1.0612088863e-01 8.2258941527e-01
6.9474307558e+00 4.6758547155e+00 -3.1373003143e+01
1.6756886344e+03 -1.4271169046e-01 1.6271111181e-01
9.1357681226e-01 9.6083825859e-02 -3.9515225737e-01
-1.1401955996e-01 9.9323271375e-01 -2.2097879627e-02
3.9035490012e-01 6.5243196929e-02 9.1834981201e-01
7.0946506259e+00 4.6300872826e+00 -3.2535358886e+01
